deadline_sweep_ms,profile,policy,metric,mean,std,ci_lo,ci_hi,n_seeds
50.0,congested,confidence_deadline,delivered_safety_recall,0.7174829557521651,1.1702778228589004e-16,0.7174829557521651,0.7174829557521651,10
50.0,congested,confidence_deadline,delivered_recall_fresh_only,0.6385726522200994,0.0,0.6385726522200994,0.6385726522200994,10
50.0,congested,confidence_deadline,delivered_safety_recall_fresh_only,0.7348134619297538,0.0,0.7348134619297538,0.7348134619297538,10
50.0,congested,confidence_deadline,deadline_miss_rate,0.0224,0.0,0.0224,0.0224,10
50.0,congested,confidence_deadline,p95_latency_ms,45.673494995571694,7.489778066296963e-15,45.673494995571694,45.673494995571694,10
50.0,congested,confidence_deadline,mean_latency_ms,35.19284060007193,7.489778066296963e-15,35.19284060007193,35.19284060007193,10
50.0,congested,confidence_deadline,usable_confidence_proxy,0.8010538005888461,1.1702778228589004e-16,0.8010538005888461,0.8010538005888461,10
50.0,congested,confidence_deadline,bandwidth_per_1000_frames_kb,0.0,0.0,0.0,0.0,10
50.0,congested,confidence_deadline,remote_output_share,0.0,0.0,0.0,0.0,10
50.0,congested,confidence_deadline,usable_output_rate,0.9776000000000001,1.1702778228589004e-16,0.9776000000000001,0.9776000000000001,10
50.0,congested,confidence_deadline,reuse_rate,0.0,0.0,0.0,0.0,10
50.0,congested,confidence_deadline,remote_attempt_rate,0.0,0.0,0.0,0.0,10
50.0,congested,confidence_deadline,remote_accept_rate,0.0,0.0,0.0,0.0,10
50.0,congested,confidence_deadline,pct_local_fast,100.0,0.0,100.0,100.0,10
50.0,congested,confidence_deadline,pct_edge_accurate,0.0,0.0,0.0,0.0,10
50.0,congested,confidence_deadline,pct_hybrid,0.0,0.0,0.0,0.0,10
50.0,congested,confidence_deadline,pct_degraded_safe,0.0,0.0,0.0,0.0,10
50.0,congested,oracle_feasible,delivered_recall,0.6241592562086594,5.3944871850157685e-05,0.6241299751101134,0.6241945954655252,10
50.0,congested,oracle_feasible,delivered_safety_recall,0.7174881392479147,1.6391652810309545e-05,0.7174829557521651,0.7174985062394138,10
50.0,congested,oracle_feasible,delivered_recall_fresh_only,0.6385762237139617,1.8040568067085535e-05,0.638566366522746,0.638587350656677,10
50.0,congested,oracle_feasible,delivered_safety_recall_fresh_only,0.7348187706307148,1.6787586453041643e-05,0.7348134619297538,0.7348293880326364,10
50.0,congested,oracle_feasible,deadline_miss_rate,0.02236,8.432740427115627e-05,0.0223,0.0224,10
50.0,congested,oracle_feasible,p95_latency_ms,45.712931495509125,0.06349879757159546,45.673494995571694,45.75236799544656,10
